Review_Text,Sentiment_Class
എവിടെയോ ഒരു Naptol വീഡിയോ കാണുന്ന feel. ..Looks artificial/sponsored..Just my opinion..May be because you didn&#40,Not_relevant
ഒരുപാട് കാത്തിരുന്ന ഒരു vedeio ആയിരുന്നു 🥰,Not_relevant
കാത്തിരിക്കായിരുന്നു ഈ Review….കുറെ തവണ തിരഞ്ഞു ഈ റിവ്യൂ…..താങ്ക്സ് പ്രതാപേട്ടാ…,Not_relevant
Shazzam bro മാത്രം ആണ് correct പറയുന്നത് 💯👍,Not_relevant
Yes.. 💯......Friends എൻ്റെ channel ൽ giveaway ഉണ്ട് എല്ലാവരും പങ്കെടുക്കുക,Not_relevant
Bro നിങ്ങൾ പൊളി ആണ് ❤️❤️,Not_relevant
സത പറയട്ടേ ചേട്ടന്റ video ഒരു രക്ഷയും ഇല്ല പൊളി മലയാളത്തിൽ ആരും ഇത്ര വ്യക്തമായി പറഞ്ഞ് തരില്ല👍,Not_relevant
Video അല്പം duration കൂടിയാലും എല്ലാ detailsslum പറയുന്നുണ്ട്..എനിക്കിഷ്ടായി .Subscribe ചെയ്യുന്നു.ഗോപാലൻ.,Not_relevant
"ബ്രോ,,👍👍നല്ല അവതരണം ആണ്,, good one👍👍",Not_relevant
അവതരണ സിമ്മം 👌👌. Subscribe ചെയ്ത ഏക മലയാളം ചാനൽ,Not_relevant
യാത്രകൾ ഇഷ്ട്ടപെടുന്നവർ എന്റെ ചാനൽ ഒന്നു സന്ദർശിച്ചു. ഇഷ്ട്ടപെട്ടെങ്കിൽ subscribe ചെയൂ 😀,Not_relevant
Hiwa... കാത്തിരുന്ന video. ഇച്ചായൊ. ഇങ്ങൾ. മുത്താണ്...😍😍😍😍😘😘😘😘😘,Not_relevant
പഴയ വീഡിയോ അത്ര ഇൻട്രസ്റ്റ് ഇല്ല പുതിയ വീട് കാണാൻ ഒരു വീഡിയോ തന്നെ കുറെ content,Not_relevant
Njan ഈ വീഡിയോ പ്രേതിഷിച്ചു ഞാനും എടുക്കാൻ പ്ലാൻ ഇടുവാ 😁❤️,Not_relevant
ഇങ്ങനെ ഒരു comparison വിഡിയോ ചെയ്യാൻ മുൻപ് ഞാൻ comment ഇട്ടിരുന്നു അത് കണ്ടിട്ടാണോ manushya നിങ്ങൾ വിഡിയോ ചെയ്തത് 🤔ആണെങ്കിൽ onnu പറഞ്ഞൂടെ 😍full support👍🏻👍🏻👍🏻,Not_relevant
Chetta poli റിവ്യൂ 🔥,Not_relevant
പ്രതാപേട്ട പേട്ടൻ brandine താങ്ങി സംസാരിക്കുന്നത് കുറച്ചു കൂടുന്നുണ്ട് ഇനി താങ്ങിയ unsubscribe ചെയ്യും 😁,Not_relevant
"ശരത് ന്റെ vdo കാണാൻ interest ആണ്, simple and humble ❤️",Not_relevant
"ഈ.... വീഡിയോ കണ്ടുകൊണ്ടിരിക്കുന്ന നിങ്ങളുടെ ഈ മൊബൈൽ ഫോണിന് 📱📱പറ്റിയ ഒരു അടിപൊളി.കവർ വേണ്ടേ.. ....ട്രെൻഡിങ് കവർകളുടെ മോഡൽസ് അറിയാൻ ഇവിടെ കമോൺ..,🔥💪👍",Not_relevant
70K മുതൽ താങ്കളെ Subscribe ചെയ്യുന്നുണ്ട് ഇത് വരെ Disappointed Aayitilla👍👍👍👍❤,Not_relevant
Ringtoone 😂😂😂. കേട്ടാൽ വല്ല വൈറസ് കേറിയ പോലെ 😂😂😂😂,Not_relevant
"ഇതിലും മികച്ച ഒരു ഫോൺ unboxing intro, അത് സ്വപ്നങ്ങളിൽ കൂടി ഇല്ല എന്നതാണ് സത്യം😼🔥",Not_relevant
എന്നെ പോലുള്ള ചെറിയ youtubersine സപ്പോർട്ട് ചെയ്യാൻ ആരുമില്ല.. 😌😔💔💔💔😍,Not_relevant
ക്വാളിറ്റിൽ ഒരു വിട്ടുവീഴ്ചയും ചെയ്യാത്ത മോഡൽസ് ആയിരുന്നു realme ഇറക്കാറ്.realme x 7 max 3 കൊല്ലം ആയി ഉപയോഗിക്കുന്നത് കൊണ്ടും. അനിയന് realme narzo 70 turbo suggest ചെയ്തു ദേ വാങ്ങി രണ്ടാമത്തെ ദിവസം ഗ്രീൻ സ്ക്രീൻ വാല്യൂ ഫോർ moneyum qualityum തരുന്ന ബ്രണ്ടായിരുന്നു ഇപോൾ എന്തു പറ്റിയോ ആവോ,Mixed Feelings
കൊള്ളാം പക്ഷെ എന്തോ കുറച്ചു പോരായിമ ഉള്ളത് പോലെ,Mixed Feelings
പവർഫുൾ chipset കുത്തികേറ്റി തട്ടി മുട്ടി ഒരെണ്ണം അങ്ങ് ഇറക്കി.,Mixed Feelings
phone ok but primium look illa atanu preshnm,Mixed Feelings
ക്യാമറ ആവറേജ് ആണ് അപ്ഡേറ്റ് കിട്ടിയാൽ ഇമ്പ്രൂവ് ആവും ഞാൻ ഇത് യൂസ് ചെയുന്നുണ്ട് ഓവർ ഓൾ കൊള്ളാം നൈസ് ആണ് സെൽഫി പോരാ കൊറേ ഇമ്പ്രൂവ് അവനുണ്ട്,Mixed Feelings
Lava nalla powerful chipset odu koodi ithiri price koodiyath irakkirunnenki polichene..for gamers( oru valiya audience)...SD 800+ or Dimensity 9000+ ...pinne ithireem koodi better camera venam..,Mixed Feelings
ɴᴊᴀɴ ᴇᴅᴜᴛʜʜᴜ ᴠᴇʀᴀ ᴋᴜᴢʜᴀᴘᴘᴀᴍ ᴇʟʟᴀ sᴇᴛ ᴜᴘ sᴄᴇɴᴇ ɪɴ ᴠʟᴏɢɢɪɴɢ  ᴀʙsᴏʟᴜᴛᴇʟʏ ᴄᴀᴍᴇʀᴀ ᴅɪsᴘʟᴀʏ,Mixed Feelings
"storage കൂടുതൽ ഒന്നും ഇല്ല. System storage കുറഞ്ഞെങ്കിലും , അതിനു അടിയിൽ ഉള്ള other storage ഇരട്ടിയിൽ കൂടുതൽ ആയിട്ടുണ്ട്.",Mixed Feelings
"Am using Huawei mate 10 lite since 2018.Amazing durability. Decent battery, even with Android 8,its awesome. No lags, no heating. But am forced to switch because of outdated Android. Hoping to find equal or better quality phone.",Mixed Feelings
യുസ് അക്കുന്നെ s24 അൾട്രാ ആണ്...s25 അൾട്രാ വരുന്നത് ഒരു മാനസിക വിഷമം ഒക്കെ ഉണ്ടായിരുന്നു...പക്ഷെ ഡിസൈൻ കണ്ടപ്പോ അത് പോയി കിട്ടി എനിക്ക് കോർണർ റൗണ്ട് ഉള്ളത് ഇഷ്ടം അല്ല,Mixed Feelings
Corner curved aayathu ok... Side frame flat aakiyathu tholvi aayi poyi... Athaarunny sugham,Mixed Feelings
S23 Fe no heating.   Super camera .   Phone adipoli Aan Aarum game kalikkan vendi vangaruth. Exynos Aan gypset ۔athyavashyam kuyappamillandvkalikkan okke patrum,Mixed Feelings
Using S21FE for last 2 years. Excellent experience. Best display and haptic feedback. One UI . Decent and natural feeling camera. Low light selfies are not great.,Mixed Feelings
S23fe Otherthan battery the phone is perfect And Still BGMI is on 60fps,Mixed Feelings
S23fe good but battery 😢,Mixed Feelings
"Ive been using S23 ultra for past 1.5 years. Still top notch in every aspects. Zero lag, zero battery issue, superior best performance. Only issue I felt is its size to my hands",Mixed Feelings
എൻ്റെ കയ്യിൽ 15 w ൻ്റെ സാംസങ്ങ് original ചാർജർ ആണ് എനിക്ക് അത് കുഴപ്പമില്ലാതെ തോന്നി അത്യാവശ്യം സ്പീഡ് ഉണ്ട്. പക്ഷേ ഡാറ്റാ കേബിൾ ഓപ്പോ വൂക്ക് ചാർജറിൻ്റെ ആണ്,Mixed Feelings
s24 ultra poli look aanu but kurachu neram use cheyyumbol nalla vedhana und...pinne camera is better than 15 pro max but grains varunnund photos il,Mixed Feelings
ഞാൻ ഈ ഫോൺ എടുത്തിട്ട് ഇതുവരെ ഒരു കുഴപ്പവും ഉണ്ടായിരുന്നില്ല എന്നാൽ ഇപ്പൊ കുറച്ചു ദിവസം ആയിട്ട് എൻ്റെ ഫോണിൻ്റെ ബാക്ക് ബോഡി പൊളിഞ്ഞു പോരുന്നു,Mixed Feelings
"2 month aayi use aakkunnu, screen protector use aakkunnond finger print scanner slow aan, battery backup il cheriyoru korav thonnunnund, otherwise 🔥",Mixed Feelings
4 months ആയി മേടിച്ചിട്ട്. ബാറ്ററി പെർഫോമൻസ് കുറച്ചു കുറഞ്ഞതായി ഫീൽ ചെയ്യുന്നുണ്ട്. പിന്നെ സ്ക്രീൻ guard യൂസ് ചെയ്യുന്നത് കൊണ്ട് ഫിംഗർ പ്രിന്റ് സ്കാന്നർ ഭയങ്കര സ്ലോ ആണ്..ബാക്കി പെർഫോമൻസ് പൊളി ആണ്..,Mixed Feelings
"പുല്ല്, weight കാരണം call ചെയ്യുമ്പോൾ ഒക്കെ കൈ swap ചെയ്യേണ്ടി വരുന്നുണ്ട്. S24U showroom റിൽ ചെന്നു എടുത്തുനോക്കിയപ്പോൾ it's light weight when compared to Vivo. 5400mAh battery, 1"" sensor + floating telephoto ഒക്കെ ഉള്ളതുകൊണ്ടാണ് ഇത്രയും weight വരുന്നത് കൂടാതെ വലിയ camera ആയതുകൊണ്ട്, weight balance നടക്കില്ല. That's why it's heavy But ബാക്കി എല്ലാം except software + updates VIVO better ആയിട്ടാണ് എനിക്ക് തോന്നിയത് ❤",Mixed Feelings
നാല് മാസം ആയി ഉപയോഗിക്കുന്നു എല്ലാം കൊണ്ടും ഒന്നൊന്നര മൊതൽ 🔥 ❤️ .. ️Battery backup kuravanu and heating issue um undd,Mixed Feelings
Front cam low light conditions valare mosham aan. Iq 12 ithilum better ann. Bakki software side s24 is the best,Mixed Feelings
WhatsApp um instagram um phone call um maathram use cheyyunna njn ippozhum nthinu ee phone vaangeenn manasilaavunnilla. anyway its nice. Sometimes the video clarity is not upto the mark. The screen auto brightness in some lightinh conditions it's struggle to auto bright.,Mixed Feelings
corners എനിക്ക് ഇഷ്ടപ്പെട്ടു than curve idk the unique look makes s series outstanding even though maybe hurts in palms,Mixed Feelings
Njn recently S24 ultra vangichu from UAE. Everything is good except the screen is little bit grainy under dark room under low brightness(especially dark gray background). Vere arkelum similar issues undo?....checked with the models in Samsung and sharaf dg showroom too...they too have this issue...,Mixed Feelings
എനിക്ക് ബാറ്ററി drain ആവുണ്ട് എന്ന് തോന്നുന്നു ആഫ്റ്റർ 6.1 അപ്ഡേഷൻ nu ശേഷം ഐ യൂസ്ഡ് 45w charger അതുകൊണ്ട് എനിക്ക് ചാർജിങ് വലിയ prshNamതോന്നുന്നില്ല,Mixed Feelings
Gaming പ്രാധാന്യം ഇല്ലാത്ത ബാക്കി alround performance ഒക്കെ മികച്ച oru phone,Mixed Feelings
S24 Ultra is a Good ഫോൺ. But.. almost every smartphone become Tablet size. So.. Samsung S24 Ultra Tablet,Mixed Feelings
android ലേക്ക് മാറിയ ശേഷം ചാർജിന്റെ കാര്യത്തിൽ ഒരു ആശ്വാസം ഉണ്ട് 😂😂,Positive
എന്തൊക്കെ കഴിഞ്ഞാലും s23 ultra. 😁,Positive
എല്ലാവരും പറയുന്നു ബാറ്ററി ബാകപ്പ് ഇല്ലെന്ന് എന്റെ 14 pro ആണ് ഫുൾ ടൈം ഹെവി യൂസർ ആണ് എനിക്ക് ഒരു ദിവസം ഫുൾ ഡേ ചാർജ് നിക്കുന്നുണ്ട് അത് പോലെ തന്നെ എല്ലാവരും പറയുന്നു സ്ലോ ചാർജിങ് ആണെന്ന് എനിക്ക് എന്താന്ന് അറിഞ്ഞൂടാ മാക്സിമം പോയാൽ 30 മിനുട്ട് ചാർജ് ഫുൾ ആവുന്നുണ്ട്,Positive
എടാ shazzame നീ എന്തിനാ s23അൾട്രാ ചുരുക്കം മാറ്റമേ ഉള്ളു എന്ന് പറഞ്ഞു കളി ആക്കിയേ ആണ് ചുരുക്കം മാറ്റം കാരണം ഐഫോൺ നേക്കാൾ ചാർജു നിക്കുന്ന കിടിലൻ ക്യാമറ ഫോൺ ആണ്,Positive
ഞാൻ ഇപ്പോൾ എടുത്തത് വൺ പ്ലസിന്റെ ഫോൾഡ് ഫോൺ ആണ് നല്ല ഫോൺ ആണ്.സാംസങ്ങിനെക്കാൾ ബെറ്റർ,Positive
"I am a OnePlus user 11 ആണ് ഇപ്പൊ use ചെയ്യുന്നത് , for me onepluse കൊടുക്കുന്ന ക്യാഷ് ന് മുതലാണ്, heating issue illa , super speed.",Positive
oraimo tws വാങ്ങി. pwoli സാനം,Positive
Poco m3 അടിപൊളി ഫോൺ,Positive
നല്ല ഫോൺ ആണ്.. ഞാൻ വാങ്ങിയിട്ട് 10 mnth ആയി...,Positive
ഒന്നും പറയാനില്ല.. നല്ല ഫോൺ aanu👍🏻,Positive
Poco M3 വാങ്ങി polli phone,Positive
bro ഇതിൽ Goggle Assistand ഉണ്ടല്ലോ ❤️😅😅goggle ചേച്ചി Uyir 😅,Positive
mi a1 എടുത്തോ സുപ്പെര് ക്യാമറ,Positive
poco m2 ഈസ്‌ good,Positive
നീ വാകുന്നുടക്കില്ല ഇത് വാങ്ങണം ഇത് ഞാൻ 6 month ആയി ഉപയോഗിക്കുന്നു ഒരു കുഴപ്പവും ഇല്ല,Positive
Njan ee video kandu വാങി.അസ്സല്ല phoneaa,Positive
Same phone ആണ് കയ്യിൽ .Yellow colour .. നല്ല പെർഫോർമൻസ് . ചാർജിൽ കാര്യം പറയണ്ട പൊളിയാ ..ഞാൻ recommend ചെയ്യുന്നു ഈ phone.,Positive
Ee video kandu inn phone വാങ്ങി 👌nalla review,Positive
പക്ഷെ പോക m3 നല്ല ബെസ്റ്റ് ഫോൺ aanu,Positive
"ചേട്ടാ ഫോൺ കൈയിൽ കിട്ടി ട്ട...അടിപൊളി ഫോൺ,100% ബഡ്ജറ്റ് ഫ്രണ്ട്‌ലി + പവർപാക്കറ്റ്....ചേട്ടന്റെ വിഡിയോ കണ്ടിട്ടാണ് ഫോൺ അവസാനം എടുത്തത് ✌..എല്ലാ വീഡിയോസ് കാണാറുണ്ട്.അവതരണം സൂപ്പർ ആണ് 👍",Positive
Poco M3yil (yellow) വീഡിയോ കാണുന്ന ഞാൻ. ഫോൺ കിടു ആണ്,Positive
Poco എന്നും ഹീറോ തന്നെ ആണല്ലോ...,Positive
ചോട്ട ഞാൻ പുതിയ mobile മെടച്ചു Po co m3 പൊളി mobile super,Positive
എന്റെ ഫോൺ Poco F1...3 വർഷായി ഉപയോഗിക്കുന്നു... ഒരു പ്രോബ്ലം ഇല്ല...,Positive
Yellow പൊളി സാനം,Positive
Ente phonil 0% vechaalum അത്യാവശ്യം bright kittum,Positive
അടിപൊളി ഫോൺ . പക്ഷേ പറഞ്ഞിട്ട് എന്ത് കാര്യം കയ്യിൽ പൈസ വേണ്ടെ.Mmm.... ആഗ്രഹിചിരിക്കാം .ഒരു ഫോൺ ഉണ്ടായിരിനെങ്കിൽ .mmm,Positive
പോക m3 superr,Positive
🌹👍 poco m2 ഞാനെടുത്തു നല്ല ഫോണാണ് ഇപ്പോൾ m3 ഇറങ്ങി good,Positive
Poco M3 Super എനിക്ക് ഇഷ്ട്ടപ്പെട്ടു,Positive
ഇത് വെറും ചവർ company ആണേ,Negative
തേങ്ങ പത്തരച്ചാലും താളല്ലേ കറി...Zeberonic 😆,Negative
Refresh rate 60 ആണ്.കണ്ണിനു അത്ര നല്ലതല്ല,Negative
"Samsung m,s, series ഭയങ്കര കംപ്ലയിന്റ് ആണ് മെയിൻ ആയി മദർബോർഡ് ഇഷ്യൂ ഒരു വർഷം കഴിഞ്ഞപാടെ ₹9500 മദർബോർഡിന്റെ വില",Negative
കറക്റ്റ് ഒരു വർഷം കഴിഞ്ഞ് മദർബോർഡ് പോകും,Negative
സാംസങ്ങ് ഫോൺ കണ്ടമാനം ഹീറ്റ് ആകുന്നു F41 ഫോൺനെറ്റ് ഓൺ ചെയ്താൽ യൂറ്റൂബ് കണ്ടാൽ ഭയങ്കരമായി ചൂടാകും,Negative
Camera പോരാ,Negative
A 70 വാങ്ങി ചതിയിൽപെട്ട ആളാണൂ ഞാൻ വാങ്ങി യട്ടൂ 6 മാസം ആയിട്ടില്ല ഇപ്പോൾ മൊബിയിലിൽ ചാർജ് കയറൂന്നില്ല എന്താണൂ ചെയ്യണ്ടതെ,Negative
7000 അല്ല 70000 mah battery ഉണ്ടെങ്കിലും ഒരു ദിവസത്തിൽ കൂടുതൽ ബാറ്ററി നില്ക്കില്ല,Negative
Jayeta എന്റെ ഫോണില്‍ all ways on display work ചെയ്യുന്നില്ല,Negative
നിങ്ങളുടെ ഒക്കെ dialogue അടി കേട്ട് 6GB RAM Variant എടുത്തു. Net continues use ചെയ്യുമ്പോൾ ബല്ലാണ്ട് heating ആകുന്നുണ്ട്. ചുരുക്കിപ്പറഞ്ഞാൽ ഞാൻ പെട്ടു.,Negative
ജയരാജേട്ടാ m 51 ബാറ്ററി ഒരു ദിവസം പോലും നോർമൽ യൂസ് ചെയ്താൽ പോലും നിൽക്കില്ല.. ഈ വീഡിയോ കണ്ടു ഞാൻ വാങ്ങി പണി കിട്ടി നിൽക്കുവാ.. ബാക്കി ഒക്കെ ഒക്കെ ആണ് ഇതിന്റെ 7000mah നു പകരം ഒന്നര ദിവസം കൂടുതൽ നിൽക്കും most അദർ 4500/5000 mah ബാറ്ററി വിവോ റിയൽ മി mi ഫോണിന്റെ.. s amoled ആണ് ബട്ട്‌ saturation പ്രോബ്ലെം ond ഇൻ സ്ക്രീൻ.. red/യെല്ലോ ഫീലിംഗ്.. ഫേസ് unlock സ്ലോ ആൻഡ് sometimes not വർക്കിംഗ്‌.. i m ആ റെഗുലർ viewer of your വീഡിയോസ് ബട്ട്‌ this i got very dissappointed.,Negative
SAR Value 1.381 കുറച്ച് കൂടുതൽ അല്ലെ,Negative
7000 mAh ബാറ്ററി സപ്പോർട്ടിന് 25000 കൊടുക്കേണ്ട ആവശ്യം ഇല്ല. ആ വിലക്കുള്ള രൂപക്കുള്ള കാര്യമായ ഒന്നും തന്നെ ഇതിൽ ഇല്ല. Samsung ഫോണിൻറെ exclusive App ആയ Samsung Pay പോയിട്ട് അവരുടെ Mini Pay കൂടി തന്നിട്ടില്ല. മറ്റു മോഡലുകളിൽ നിന്നും 25000 കൂടുതൽ performance കിട്ടുന്നില്ല.,Negative
Stereo വേണ്ടിയിരുന്നു..കേസ് കൂടി ഇട്ടാൽ കാൽ കിലോയുടെ മേലെ ആകുമോ ആവോ,Negative
A/M മാറ്റി ആളെ പറ്റിക്കാൻ വേണ്ടി samsung വീണ്ടും വന്നിരിക്കുന്നു 7000 mh.. നല്ല ഹീറ്റ് ഉണ്ടാവും,Negative
5g ഇപ്പൊത്തന്നെ വരില്ലേ... പിന്നെ എന്നതിനാ 4g മൊബൈൽ,Negative
Lcd display phone ഇനി എന്ത് പറഞ്ഞിട്ടും കാര്യമില്ല,Negative
5G ആവണമായിരുന്നു,Negative
Samsung users ഫേസ് ചെയൂന്ന ഒരു മെയിൻ issue ആണ് after 1 year now samsung cameras are very poor quality..,Negative
തള്ളി മറക്കലെ ഭീകര ഫോൺ പോലും .Same price.Nord - SD 765+ &amp,Negative
ഇത് എന്ത് കോപ്പി നാ പറ്റാ 5G എറങ്ങിയപ്പം ഈ കോപ്പായിട്ട് വന്നേക്കാണ് .ആളെമെനക്കെടുത്താൻ ഒരേ അച്ചിൽ 50 ബ്രാൻ്റ അടിക്കും എന്നിട്ട് കുറെ ഇംഗ്ലളീഷ് അക്ഷരം ഇടും കോപ്പൻമാർ,Negative
Ir blast ഇല്ല... 😶,Negative
അങ്ങനെ M സീരീസും വില കൂട്ടി തുടങ്ങി,Negative
Earphone ഇല്ലാത്തത് മോശമായി പോയി,Negative
ഇത് 4g ആണ്... അത് ഒരു വലിയ പോരായ്മ തന്നെയാണ് 😔,Negative
M51 ന് 5g ഇല്ലല്ലോ 👎,Negative
ഷോകം exynos processor,Negative
"Friends ഈ മൊബൈൽ unboxing review വീഡിയോ ഒന്നും കണ്ട് ഫോൺ മേടിക്കല്ലേ. ഞാൻ ഒരു samsung m21 മേടിച്ചു local സാധനം. Review കണ്ടപ്പോ 6000 mah, വേറെയും features. കുറവ് rate. ഇപ്പൊ 2 month ആയി ഒടുക്കത്തെ heating, 6000 mah പേരിനുമാത്രം. ഒരു 4000 mah പെർഫോമൻസ് ഉള്ളു. Service centre പറയുന്നത് ഇത് common ആണ്. Chineese phone എടുക്കേണ്ട എന്നുവെച്ചു മേടിച്ചതാ. ഒരു കാര്യവും ഇല്ല. എന്റെ 2 ഫ്രണ്ട്സും ഇതേ ഫോൺ എടുത്തർന്നു. അവർക്കും ശോകം ആണ് അവസ്ഥ. ഈ ഫോൺ reviewers ഒക്കെ unboxing സമയത്തെ excitement കൊണ്ട് നല്ല അഭിപ്രായമേ പറയു. Online മേടിച്ചാൽ മൊബൈൽസ് return ചെയ്യാൻ പണിയാണ്. Amazon return ചെയ്യാൻ india post വഴി ചെയണം. India post ഇപ്പൊ delivery ലാഗ്ഗ് ആണ്. Customersine ചതിക്കുയാണ് ഈ companies ചെയുന്നത്.",Negative
"M31s ഒരു ദിവസമേ charge നില്കുന്നുള്ളു, എന്താ ചെയ്യുക",Negative
Iphone xs ആണോ one plus 8 pro ആണോ ഏതാണ് best,Neutral
XS vs 11 comparison video വേണം bro... please 😭😭😭😭😭,Neutral
<b>ഇത് apple store vanggan കിട്ടില്ലേ. ഇല്ലേ ഇതിന്റെ manufacture നിർത്തിയോ.new കിട്ടുമോ offlineൽ. please reply</b> ☺️☺️,Neutral
I PHONE Xs ippo discontinue ചെയ്താലോ അപ്പോ enghaneya ഇത് onlinl പുതിയത് കിട്ടുമോ,Neutral
ഞാൻ 10 r എടുക്കാൻ നിക്കുവാ ബ്രോ... ഡിസ്പ്ലേ എന്തെങ്കിലും കുഴപ്പം ഉണ്ടാവുമോ...,Neutral
Xs ഇപ്പോൾ ഇറങ്ങുന്നുണ്ടോ.....,Neutral
Enk puthiya iphone vaangan plan ellam kondum se2 7plus 8plus ivayil mikacha oru option ഏതാണ് ബെറ്റർ ആയിട്ടുള്ള ഒരു മോഡൽ പറയു,Neutral
2022 eduthal oru 3year vare update കിട്ടോ?,Neutral
iphone 7 2022ൽ edkaavo?,Neutral
32 gb യിൽ system storage kazhinj bakki ethra ndavum,Neutral
Broi ഐഫോൺ se 2020 ആണോ സെക്കന്റ്‌ ഐഫോൺ x ആണോ നല്ലത്,Neutral
മുന്നേ ഇറങ്ങിയ ഐഫോൺ 6 or 7 നെ അപേക്സിച്ചു ഐഫോൺ 7+ ബാറ്ററി backep നല്ലോണം ഉണ്ടന്ന് കേട്ട് ഉപയോഗിച്ചുവർ പറയോ 👍👍,Neutral
Bro iphone 7 plus or xr ഏതാണ് better,Neutral
Pubg ഒരു കളിക്ക് എത്ര ചാർജ് പോകും..?,Neutral
ഞൻ ഒരു 7plus fresh എടുക്കാൻ നിൽക്കുവാന് but ഇപ്പോ 1yer warranty ഒള്ളു എന്ന് പറയുന്നു adhenda copy ആവുന്നോണ്ടാണോ,Neutral
IPhone 7 Plus Underwater Photographykk പറ്റുമോ??? Underwater shots clear ആയിട്ട് കിട്ടണ०. ഇത് പറ്റിലെങ്കിൽ വേറെ ഏത് phone ആണ് ഈ Price Rangeൽ ആ Purposeന് പറ്റുന്നത്??? GoPro വേണ്ട. I need only a Phone. Underwater Photographykk മാത്രമായി ഒരു Phone.,Neutral
I phone 7 plus vs i phone 6s plus ആണോ ബെറ്റർ please reply,Neutral
iPhone 7 and 8 ഏകദേശം ഒരുപോലെ അല്ലെ ?,Neutral
8plus 2020 ൽ എടുക്കാമോ,Neutral
Xr-ൽ 3d touch ille ????,Neutral
ഇതിന്റെ seconont മിനിമം എത്രയാണ് 128 gb black,Neutral
Bro yde വീഡിയോ കണ്ടതിനു ശേഷം iphone 11 128 എടുക്കാൻ പ്ലാൻ ഉണ്ട്...... but online purchase (uae) ചെയ്യുമ്പോൾ എന്തെങ്കിലും warranty issue ഉണ്ടണ്ടാകുമോ അതോ ഷോപ്പിൽ നിന്നെടുക്കുന്നതാണോ better...... plz rply,Neutral
bro iphone xr ഇൽ potrite ഉണ്ടോ,Neutral
Online class ന് പറ്റിയ ഫോണാണോ?,Neutral
LED ഡിസ്പ്ലേ അയൽ പൊളിച്ചെന്നെ,Neutral
Redmi8 infinix hot pro ithil eathan nallath nalla camera quality ullath ഏതാ plz റിപ്ലൈ,Neutral
A 71 review ചെയ്യാമോ,Neutral
iphone se plus വരുന്നുണ്ടോ,Neutral
"Dear I phone SE 2 userse pls reply,.ഇപ്പോൾ ഓഫറിൽ 128 30k വരുന്നുള്ളു .എടുക്കാൻ ആഗ്രഹം ഉണ്ട് , battery ശോകമാണെന്ന് പരക്കെ പറഞ്ഞു കേൾക്കുന്നത്. Whats your opinion",Neutral
7+ ആണോ ബെറ്റർ S E ആണോ ബെറ്റർ,Neutral
"No രണ്ട് ദിവസം മുമ്പ് വേറെ രണ്ട് മലയാളം chanenlil unboxing review വന്നിരുന്നു,, എന്നാലും ഇതും മുഴുവൻ കണ്ടു ❤️",Not_relevant
Intro ഇജ്ജാതി ഊക്ക്🤣.ശരത് അണ്ണന്റെ പ്രതികാരം💥😂,Not_relevant
കൊറേ വീഡിയോയിൽ unbox തപ്പി പ്പോയി അവസാനം മ്പളെ ശരത് മച്ചാന്റെ വീഡിയോയിൽ unbox കണ്ടു തൃപ്പിതിയായി 😂❤⚡️,Not_relevant
എന്റെ പൊന്നോ അഹ് intro🔥 കൊല്ലാതെ കൊന്നു 😎,Not_relevant
ആ intro seen❤️❤️🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,Not_relevant
First time മച്ചാൻ്റെ വീഡിയോ കാണുന്നത് പൊളി ഐറ്റം🔥🔥,Not_relevant
Intro കണ്ടപ്പോ nostu അടിച്ചു പോയി😅🤭🤭😅 .ഉത്സവ സ്ഥലത്ത് കിട്ടുന്ന ധൂം പ ചാലെ..ധൂം പ ചാലേ...ഫോൺ ഓർമ വന്നു😂,Not_relevant
Bro 🔥🔥 ആണല്ലോ,Not_relevant
Indro അടിപൊളി super wow അല്ല ഒരു രസവും ഇല്ല over over,Not_relevant
ചേട്ടൻ്റെ contact number. ഒന്നു തരുമോ,Not_relevant
"ഈ.... വീഡിയോ കണ്ടുകൊണ്ടിരിക്കുന്ന നിങ്ങളുടെ ഈ മൊബൈൽ ഫോണിന് 📱📱പറ്റിയ ഒരു അടിപൊളി.കവർ വേണ്ടേ.. ....ട്രെൻഡിങ് കവർകളുടെ മോഡൽസ് അറിയാൻ ഇവിടെ കമോൺ..,🔥💪👍",Not_relevant
Jayaraj ചേട്ടന്റെ റിവ്യൂസ്.കിടിലന്‍,Not_relevant
ഈ ഒരു വീഡിയോ കൊണ്ട് redmi k50i യെ വെറുത്തവർ ഉണ്ടോ .എന്തൊരു add ആണ് എനിക് 4 വട്ടം വന്നു,Not_relevant
Redmi k50 i ന്റെ add 7 പ്രാവിശ്യം വന്നു 😇😶,Not_relevant
😂🔥🔥🔥🔥🔥 njn 5+ തവണ kandu,Not_relevant
ചേട്ടൻ്റെ intro കാത്തിരിരുന്ന്,Not_relevant
ജയരാജേട്ടാ intro annyayam 😂🔥,Not_relevant
വീഡിയോ മുഴുവനായും കാണുമ്പോഴേക്കും Mi K 50i യുടെ ad 6 തവണ വന്നു. അതും skip option ഇല്ലാതെ 😃,Not_relevant
Intro വെറൈറ്റി👍,Not_relevant
Intro ചുമ്മാ പൊളി😍😍,Not_relevant
