Review_Text,Sentiment_Class,,,
Yes! വേറ ഒര് മലയാളം ടെക് യൂടൂബേർസും 13 സീരീസിന്റെ വീഡിയോ ചെയ്ത് കണ്ടതേയില്ല🙂,Not_relevant,,,
20 സീരീസും ആദ്യം ചെയ്തത് ഇങ്ങേർ തന്നെ.... Power 💥💥💥💥,Not_relevant,,,
ഇത്ര പെട്ടെന്ന് പ്രതീക്ഷിച്ചില്ല .Good job keep going.👍👍👍👍,Not_relevant,,,
പുള്ളിയുടെ വീഡിയോ കിടിലം ആണ് perfect ആണ്,Not_relevant,,,
എന്നാ ഒരു ക്വാളിറ്റിയാ ബ്രോ വീഡിയോ. മലയാളത്തിലെ ആദ്യത്തെ iPhone 13 on hand video അണ് . എന്നിട്ടും ഇത്ര സിംപിൾ ആയി Content മാത്രം ബ്രീഫ് ചെയ്ത് video ittath വളരെ speciality ആയി തോന്നി.👌👌👌,Not_relevant,,,
ഇത് giveaway കൊടുക്കോ 🤣😂,Not_relevant,,,
23 pro ഇറങ്ങട്ടെ. എന്നിട്ട് ഒന്ന് എടുക്കണം,Not_relevant,,,
എന്റെ പൊന്നേ മലയാളത്തിൽ ഇത് ആദ്യം. Iphone 13 rivew ഇത് click ആവും bro പറയാതിരിക്കാൻ വയ്യ.,Not_relevant,,,
ഇയ്യാൾക്ക് മാത്രം എങ്ങനെ iphone Latest models ഇത്രയും വേഗം ലഭിക്കുന്നത്. എന്നെ അമ്പറപ്പിച്ചു 😍,Not_relevant,,,
സാധാരണ എല്ലാ ഫോൺ rivew ചെയുന്നത് ഇറങ്ങി 3 മാസം കഴിഞ്ഞു ആണല്ലോ. ഇപ്പോൾ മലയാളത്തിലെ ആദ്യത്തെ i phone 13 review ആയി. പൊളിച്ചു 👍👍,Not_relevant,,,
മലയാളത്തിലെ first iphone 13 unboxing 👍👍,Not_relevant,,,
ഇത് എനിക്ക് മാത്രം തോന്നുന്നത് ആണോ എന്ന് അറിയില്ല iphone 13 pinkinte edgum se 1 geninte edgum same ആയിട്ടു തോന്നി,Not_relevant,,,
ഏതൊരു ഫോൺ ഇറങ്ങിയാലും ഉടനടി <b>review</b> ഇവിടെ കാണും…..<b>ufff quality king..!! </b>,Not_relevant,,,
<b><i>ഇതവണ നേരത്തെ ആണല്ലോ .... 😂</i></b>,Not_relevant,,,
അങ്ങനെ മലയാളത്തിലെ ആദ്യ iPhone13 unboxing വന്നു 💥💥💥,Not_relevant,,,
Chetta enikk ഒരു phone തരാമോ please 🥺🥺🥺🥺🥺🥺🥺🥺🥺,Not_relevant,,,
"Nalla quality 👌, ഒള്ളത് പോലെ പറഞ്ഞു.. great review. 👌💯💯💯💯💯",Not_relevant,,,
ഇവന്‍ ഇലുമിനാണ്ടിയാണ് 😑😑 xs ന്‍റേ മലയാളം റിവ്യു ഇ ചാനലില്‍ ഞാന്‍ രണ്ടൂസം മുന്നേ തപ്പിനോക്കീര്‍ന്നു 😀😀😀,Not_relevant,,,
2029 il കാണുന്നവർ 😊✌️.❤️👇,Not_relevant,,,
അടിപൊളി Review👍👍,Not_relevant,,,
Eanik ഒരു ഫോൺ ഇല്ല .ഞാനും ഒരുനാൾ ഐഫോൺ വാങ്ങും,Not_relevant,,,
ആദ്യമായിട്ടാണ് ഈ channel കാണുന്നത്. നല്ല quality അവതരണം. Impressed..❤️❤️❤️ Tech youtubers ന്റെ കാര്യത്തിൽ മലയാളത്തിൽ ഇത്രേം quality ഞാൻ ഇതുവരെ അനുഭവിച്ചിട്ടില്ല. You deserve more subscribers &amp,Not_relevant,,,
iPhone 7 ❤️ എങ്കിലും എടുക്കണം😊✌️,Not_relevant,,,
എനിക്ക് അറിയാനുള്ളത്... നിങ്ങള് ഇതിൽ കളിച്ച game ഏതാ എന്നാ?😜,Not_relevant,,,
Broyude ഫോൺ ഏതാ,Not_relevant,,,
<b>iphone 7</b> നിൽ ഇപ്പൊ വീഡിയോ കാണുന്ന ഞാൻ ...🙂,Not_relevant,,,
7ഇൽ vdo കാണുന്ന ഞാൻ 🤪,Not_relevant,,,
ഈ പാവപ്പാടവന്റ ചാനല് 1k ആക്കി തരുമോ ആർക്കിലു ഒന്നും ലൈക് അടി മക്കളെ 👍👍👍,Not_relevant,,,
ഇത് പോലുള്ള video kal ane നമുക്ക് വേണ്ടത് brooo . 👍👍,Not_relevant,,,
ഇവിടെങ്ങും 4g kk polum range illa🤣,Not_relevant,,,
19 pro maxil കാണുന്ന (ലെ - ഞാൻ ).nice ....🍏,Not_relevant,,,
ഏത് വിഡിയോയും 360p കാണുന്ന .ഞാൻ ...😐.ഇവിടെ വരുമ്പോൾ മാത്രം 480p അല്ലേൽ അതിന്റെ മേലെ ഉള്ള pixeli. കാണറാണ് ...!!😄🥰.<b>***Quality king</b> ...!!T.B.C*<b>**</b>,Not_relevant,,,
നല്ല അവതരണം. കൃത്യമായ വാക്കുകളിൽ മനോഹരമായ presentation. എന്ത് കൊണ്ടും നല്ലൊരു റിവ്യൂ,Not_relevant,,,
Nice ആയിട്ടുണ്ട് ♡ keep going 👍,Not_relevant,,,
നല്ല വിശദീകരണം.... keep it up bro,Not_relevant,,,
2031 October 17.ഇപ്പഴും 11പ്രോ മാക്സിൽ ഈ വീഡിയോ കാണുന്നവർ ഉണ്ടോ 😊,Not_relevant,,,
"Flagship ഫോൺ മാത്രം review ചെയ്യാതെ, mid range ഫോൻസും unboxing, review ചെയ്താൽ മലയാളത്തിൽ നല്ല റീച് കിട്ടാൻ ചാന്സുള്ള ചാനെൽ ആണ്...",Not_relevant,,,
"<b>ഇന്നലെ ആമസോണിൽ 60k ക്ക് i phone 11 sale ഉണ്ടാർന്നു,ഫ്ലിപ്പ്കാർട്ടിൽ xr 44k ക്കും.....Xr 2min കൊണ്ട് out of stock</b>",Not_relevant,,,
Iphone ഇല്ലെങ്കിലും review ഇടുമ്പോൾ ഓടി വന്ന് നീലം മുക്കും,Not_relevant,,,
Enikke oru iphone giveawey tharooo broo pls ഉപയോഗിക്കാനുള്ള കൊതി കൊണ്ടാ പഴയ ഫോൺ മതി,Not_relevant,,,
Iphone വാങ്ങണം എന്ന് താത്പര്യം ഉണ്ടെ പക്ഷേ ക്യാഷ് ഇല്ലാത്തത് ആണ് എന്റെ പ്രശ്നം poli review ane broo,Not_relevant,,,
ആദ്യം തൊട്ടെ വീഡിയോ കാണുന്നത് ഞൻ മാത്രം അനോ അന്യായം മയ അവതരണം poli broo,Not_relevant,,,
നിങ്ങളെ studio setup vedio cheyyaamo,Not_relevant,,,
ഐഫോൺ se ഇനിയും പുതിയ വീഡിയോസ് ചെയ്യൂ ippo ട്രെൻഡിങ് അതാണ് കട്ട waiting🌠💞,Not_relevant,,,
ഞാൻ eduthu സെക്കന്റ് phone 46000 aayi 😊,Not_relevant,,,
വെറുപ്പിക്കാത്ത review 👍🏽,Not_relevant,,,
ഞാൻ ആദ്യം white എടുക്കാനാണ് തീരുമാനിച്ചത്.white ആയിരുന്നു ഇഷ്ടം.പിന്നെ green എടുത്തത് ഏറെ കാരണങ്ങൾ ആണ്.1.മല്ലു ട്രാവലർ gold wing വാങ്ങിക്കുന്ന സമയത്തും യൂറോപ്പിൽ പോയ സമയത്തും ചുരുക്കിപ്പറഞ്ഞാൽ അവന്റെ ഭാഗ്യമുള്ള സമയത്ത്‌ ഞാൻ കയ്യിൽ കണ്ടത് iphone 11 green ആയിരുന്നു😂.2.മേലെയുള്ള വെള്ള ആകാശം ചളി പിടിക്കാത്തത് കൊണ്ടും താഴെയുള്ള വെള്ള ചളി പിടിക്കുന്നത് കൊണ്ടും ആണ്😂.3.ഞാൻ ഫോൺ വാങ്ങുന്നതിന് മുമ്പ് യുട്യൂബിൽ അധിക വീഡിയോയുടെ കമന്റിലും green സൂപ്പർ എന്ന് കണ്ടു😂അങ്ങനെ എന്റെ തലക്ക് അകത്ത് പച്ച കളർ കത്താൻ തുടങ്ങി.അങ്ങനെയാണ് എടുത്തത്😂പിന്നെ പ്രകൃതിയുടെ ഭംഗി പച്ച ആയത് കൊണ്ട് അതിനോടൊത്ത് പോവുന്നു😁,Not_relevant,,,
എന്റെ green കളർ ആണ്.,Not_relevant,,,
പിന്നെ 100% charge ചെയ്താൽ use ചെയ്ത് 50% ആകുമ്പോഴേക്കും ചാർജ് ചെയ്യുക.അതാണ് നല്ലത്.കാരണം battery health 1% എന്ന് പറയുന്നത് 30cycle (0-100%)ആണ്.,Not_relevant,,,
കുവൈറ്റിലും കിട്ടുന്നില്ല.ഞാൻ അവരോട് ചോദിച്ചു നോക്കിയപ്പോൾ gcc കൺട്രികളിൽ എവിടെയും കിട്ടില്ലെന്നാ പറഞ്ഞത്.അത് കൊണ്ടാണ് ഞാൻ 128gb എടുത്തത്,Not_relevant,,,
Chettan is the best👍 പക്ഷെ റീച് കുറവാണല്ലോ 🤔,Not_relevant,,,
ഈ ചാനൽ കൊള്ളാം.. excellent reviews...superb quality well explained,Not_relevant,,,
"ബ്രോ... താങ്കളുടെ എല്ലാ വിഡിയോസും ഞാൻ കാണാൻ ശ്രമിക്കാറുണ്ട്... Way of presentation ആണ് എനിക്ക് ഇഷ്ട്ടം... സത്യ സന്ധമായിട്ട് പറയുന്നത്.. ഇപ്പോഴത്തെ മലയാളം യൂട്യൂബ്ഴ്സിൽ കാണാൻ പറ്റാത്തത്.. അതോണ്ട് ആണ് ബ്രോയെയും, prathap gtec എന്ന ചാനലിനെ എനിക്ക് ഒരുപാട് ഇഷ്ട്ടം...😊",Not_relevant,,,
ഇത് വരെ കണ്ടിട്ടുള്ള മികച്ച റിവ്യൂകളിൽ ഒന്ന് 👌👌👌.. Thank you!!,Not_relevant,,,
Iphone ഉബയോഗിക്കുന്നവർ മാത്രം phone വിളിക്കുമ്പോൾ എങ്ങനെ പിടിക്കുന്നു എന്ന് കാണിച്ചത് കലക്കി 💯,Not_relevant,,,
ചേട്ടൻറെ review കാത്തിരിക്കുകയായിരുന്നു,Not_relevant,,,
Bro ഓരോ വിഡിയോക്കും നല്ല ഗ്യാപ് ഉണ്ടല്ലോ എന്താ അപ്‌ലോഡ് ചെയ്യാതെ വേറെ വർക് എന്റങ്കിലും ഉണ്ടൊ ഗ്യാപ് ഇട്ട് അപ്‌ലോഡ് ചെയ്‌താൽ അത് വ്യൂയിങ് റേറ്റിംഗിനെ ബാധിക്കില്ലേ,Not_relevant,,,
കഴിഞ്ഞ 4വർഷമായി എല്ലാം നല്ല ഫോൺ കളുടെയും റിവ്യൂ കാണാൻ തുടങ്ങിയിട്ട്. ഒരു ഷോപ്പ് കാരനെക്കാളും അറിവുകൾ ഇപ്പോൾ ആയിട്ടുണ്ടാകും. പക്ഷെ ഒരു J5 prime മാറ്റി iphone സ്വന്തമാക്കാൻ ഇതുവരെ കഴിഞ്ഞില്ല 😂😂😂,Not_relevant,,,
ഒരു giwaway ചെയ്യ്,Not_relevant,,,
ഒരു വിസിറ്റ് വിസ എടുത്ത് duabi വന്നു ഫോൺ എടുക്കുക tax എമൗണ്ട് visitors നു എയർപോർട്ടിൽ നിന്നും റഫണ്ട് കിട്ടും എന്നാലും ഫോൺ ഇന്ത്യൻ പ്രൈസ് വരില്ല,Not_relevant,,,
20 pro maxil video kanunna ഞാൻ,Not_relevant,,,
കാക്ക മാടി വിളിച്ചപ്പോളെ എനിക്ക് തോന്നി 😍.ഇന്ന് എന്തേലും വീഡിയോ കൊണ്ട് വരുമെന്ന് 🤓.ഒന്നും പറയാനില്ല വീഡിയോ അടിപൊളി 🙃,Not_relevant,,,
1)Bro എവിടെ നിന്നാണ് ഒപ്പിച്ച് എടുത്തത്.2)എന്ത് കൊണ്ടാണ് camera 📸 മുന്നിൽ വരാത്തത്.3) എന്തുകൊണ്ടാണ് ഇത്രയും നല്ലവണ്ണം അവതരിപ്പിച്ചിട്ട് subscribets .കുറവ്.4)bro വീട് എവിടെയാണ്.5) വേറെ ചാനൽ ഉണ്ടോ.Link.🔵 kerala Mrwhoostheboss 🔵,Not_relevant,,,
ഇൗ ഫോണിനെ കുറിച്ചൊന്നും അഭിപ്രായം പറയാൻ മാത്രം ഞാൻ വളർന്നിട്ടില്ല.....Rate കേട്ടിട്ട് തന്നെ കിളി പോയിരിക്കുവ😄.,Not_relevant,,,
English കണ്ടതിന് ശേഷം മലയാളം കാണാൻ വന്ന ഞാൻ 👻💥,Not_relevant,,,
Shazzam ന്റെ brother ആണോ,Not_relevant,,,
Instagram ഇൽ messege അയച്ചാൽ എടുക്കുമോ,Not_relevant,,,
ബ്രോ എനിക് ഒരു ഐഫോൺ se 2020 വാങ്ങി തരുമോ പ്ലീസ് പ്ലീസ്.... 😔😔😔,Not_relevant,,,
Good quality.. താങ്കൾ ഇനിയും ഒരുപാട് subscribersനെ അർഹിക്കുനുണ്ട്.. go ahead all the best💕,Not_relevant,,,
Bro eppo bike review ഒന്നും കാണുന്നില്ല?,Not_relevant,,,
കാത്തിരുന്ന വീഡിയോ thanks bro.... ❤️,Not_relevant,,,
"Yes bro, നല്ല effort എടുത്താണ്‌ വീഡിയൊ ചെയ്യുന്നത്‌. Thank you so much for the comment 😍👍🙏",Not_relevant,,,
"കൃത്യം ആയ വിവരണം, മറ്റു മൊബൈൽസ് വെച്ച് കമ്പരിസൺ ചെയുന്നത് ഹരീഷേട്ടൻ മാത്രമേ ഉള്ളു, and കൊറേ സമയം എടുക്കാതെ കിടിലൻ qlty ഇൽ ചെയ്യുന്നു 🥰",Not_relevant,,,
മികച്ച അവതരണം ✌️ suscribe ചെയ്തിട്ടുണ്ട് 👍,Not_relevant,,,
എത്ര iphone 13 video കണ്ടാലും നിങ്ങടെ video വെറെ LEVEL. 🔥♥️🔥,Not_relevant,,,
ആരാടെ ഇതിനൊക്കെ unlike ചെയ്യുന്നേ 🥶😏,Not_relevant,,,
മലയാളത്തില്‍ ഇത്രേം നല്ല quality യിൽ content ചെയ്യുന്ന ആളില്ല.എന്നിട്ടും ഇങ്ങേര്kk view സും subscribersm koravakan reason എന്താണാവോ????,Not_relevant,,,
31 ആം വയസില് i phone 13 പ്രൊ ഇൽ ഇരുന്നു കാണുന്ന ഞാൻ,Not_relevant,,,
"Consistency, Content and Quality. പൊളിച്ചു bro👌👌",Not_relevant,,,
"2k subscribes ഉള്ളപ്പോൾ സബ്സ്ക്രൈബ് അയതാണ് .. ഇന്ന് വരെ ക്വാളിറ്റി വിട്ട് ഒരു കളി ഇല്ല .. <a href=""http://www.youtube.com/results?search_query=%23quality"">#Quality</a> King",Not_relevant,,,
എനിക്ക് PlusOne Exam ആയത്കൊണ്ട് ഇന്നലെ വീഡിയോ കാണാൻ കഴിഞ്ഞില്ല... .Video was EPIC as always 🔥,Not_relevant,,,
Review കണ്ട apple വരെ ഞെട്ടി 🥰🥰,Not_relevant,,,
Amazing video bro!! Worth watching!! ഹരീഷ് ബ്രോ നിങ്ങളെപ്പോലുള്ളവരെയാണ് support ചെയ്യേണ്ടത്. crap ചാനലിനൊക്കെ millions കിട്ടുന്നത് കാണുമ്പോൾ ദുഃഖം തോന്നുന്നു.,Not_relevant,,,
അടിപൊളി video thanks 😊😍,Not_relevant,,,
2160ps എലും വീഡിയോ വേറെ ലെവൽ .മലയാളികളെ MKBHD. 🔥,Not_relevant,,,
ഈ video കാണുന്നവരുടെ ശ്രദ്ധക്ക് minimum 480p യിലെങ്കിലും വീഡിയോ കാണാൻ ശ്രമിക്കുക എന്നാലേ ഈ quality king ന്റെ video ആസ്വദിക്കാൻ പറ്റൂ.......,Not_relevant,,,
Iphone കാണാത്തൊണ്ടോ unboxing കാണാത്തൊണ്ടോ അല്ല ഈ വീഡിയോ കാണുന്നത് നിങ്ങടെ quality കൊണ്ടാണ്.... Super,Not_relevant,,,
എന്റെ പൊന്ന് ഹരിക്കുട്ടാ.നിനക്ക് സമയ സമയത്ത് വീഡിയോ ചെയ്തൂടെ. consistency ആണ് നിന്റെ പ്രശ്‌നം.,Not_relevant,,,
ഇവിടെ comment ചെയ്യുന്നവർ കുറവാണ്..പക്ഷെ ഇവിടെ ആളുകൾ comment ഇടുന്നത് subscribers കിട്ടാനും likes കിട്ടാനും അല്ല..അത് ഹരീഷേട്ടന്റെ video making quality കണ്ട് appreciate ചെയ്യാൻ ആണ്❤️😻,Not_relevant,,,
നിങ്ങടെ b-roll ഒക്കെ വേറെ ലെവൽ ആണ്... ഭായ് 👌🏾👌🏾,Not_relevant,,,
ഇപ്പോ mrwhosetheboss ന്റെ reviews കാണാൻ കാത്തിരിക്കുന്നപോലെ ആണ് മനുഷ്യ നിങ്ങളുടെ videos നു കാത്തിരിക്കുന്നത്..phone ചത്താലും 2k resolution ഇട്ട് മാത്രേ കാണു😅🔥❤️,Not_relevant,,,
Most waiting review of 13 series.ഈ കൈകളിൽ tech ഭദ്രം❤️.ഹരീഷേട്ട നിങ്ങളെ ആപ്പിൾ കൊത്തിക്കൊണ്ടൊവും😘😘😘,Not_relevant,,,
ഇന്നാണ് വീഡിയോ കാണാൻ ഇടയായത് . very Nicetnks...,Not_relevant,,,
Iphone se പോലെ തന്നെ ചേട്ടനും look ആണ്,Not_relevant,,,
മലയാളികളുടെ MKBHD...,Not_relevant,,,
നല്ല അവതരണം keep it up,Not_relevant,,,
കണ്ടതിൽ വെച്ച് SE UDE അടിപൊളി വീഡിയോ. വീഡിയോ തീർന്നതും ചാനൽ സബ്സ്ക്രൈബ് ചെയ്തു. ഗുഡ് പ്രസന്റേഷൻ ഇൻ ഡീപ്. Expect more and more videos like this. All the best👍,Not_relevant,,,
"Sir കേരളത്തിലെ marquee brownlee anu , superb review sir",Not_relevant,,,
Perfect review🖤 iphone se വാങ്ങണം എന്ന് ഉണ്ട് but budget 😔,Not_relevant,,,
ഇന്നാണ് ആദ്യമായിട്ട് ഈ ചാനൽ കാണുന്നത്...ഒറ്റയിരുപ്പിൽ എല്ലാ വിഡിയോസും കണ്ടുതീർത്തു...ഇജ്ജാതി ക്വാളിറ്റി 👌👌 .Useful tips and tricks ❤️.Also the quality of presentation is 🔥🔥🔥,Not_relevant,,,
ഇങ്ങനെ detail ആയി review/comparison video മലയാളത്തിൽ ആദ്യമായി കാണുവാ..❤️,Not_relevant,,,
ഇതിന് like മാത്രം കിട്ടിയാ പോര എനിക്ക് മറുപടി കിട്ടണം,Not_relevant,,,
Uff ഇങ്ങള് പൊളി ആണ്🔥😍.Mrwhosetheboss മലയാളം വേർഷൻ❤️,Not_relevant,,,
എന്റെ കയ്യിൽ ഉണ്ട് 64 GB,Not_relevant,,,
പൊന്നു മാഷേ ഇത്രയും quality ഉള്ള video ഇട്ടിട്ടും വെറും 5K views in one day ... pls maintain it ... അധികം താമസിക്കാതെ you will get million views for sure on your channel and that much subscribers,Not_relevant,,,
SE യുടെ പെർഫെക്റ്റ് ഡീറ്റെയിൽസ് വീഡിയോ കണ്ടതിൽ വെച്ച് ഏറ്റവും ഇഷ്ടമായത്. ഒരു രക്ഷയും ഇല്ല ബ്രോ all the very best 😍,Not_relevant,,,
ആദ്യമൊക്കെ ഒരുപാട് videos കാണുമായിരുന്നു.... ചേട്ടന്റെ reviews കണ്ടു തുടങ്ങിയതിനു ശേഷം.. അത് തന്നെ വേറെ ഒന്ന് നോക്കേണ്ട ആവശ്യം ഇല്ല....fully detailed ആയി പറയുന്നു... NyC OnE 👌,Not_relevant,,,
മച്ചാനെ നിങ്ങളെ സ്ലാങ്ങും വോക്കലും എക്സ്പ്ലനേഷനും കിടുവാണ് .+ ടെക്ക് സൂപ്പർബ്,Not_relevant,,,
thank you for Ur reply. വീഡിയോസ് ഒക്കെ കിടു quality aanu. All the best.,Not_relevant,,,
സൂപ്പർ review bro,Not_relevant,,,
ഇങ്ങളെ വല്ലാതെ മിസ്സ്‌ cheyynd,Not_relevant,,,
Ente മോനെ.......,Not_relevant,,,
യൂസ് ചെയ്ത ഫോണും ബ്രാൻഡ് new ഫോണും വച്ച് കംപാരിസൺ ചെയ്ത ഇങ്ങള് വേറെ ലെവൽ ആണ് 😃,Not_relevant,,,
ഏതെരു ചാനലിലും ഇല്ലാത്ത brillient Quality 👌👌.❤️❤️.Really appreciate the effort..Keep going hareeshka...Literally you are inspiring me a lot.👍,Not_relevant,,,
"ഇംഗ്ലീഷ് ചാനൽ ആണോ കാണുന്നത് എന്ന് ഓർത്തു പോയി . Ijjaathi ക്വാളിറ്റി വീഡിയോസ് . വീഡിയോ ഫുൾ കാണാൻ നിന്നില്ല ,സബ് ചെയ്തു 😍😍 ,",Not_relevant,,,
ഇത്രേം കാലം ഇങ്ങനൊരു ചാനൽ കണ്ടില്ലല്ലോ... 😑.Anyway.Presentation level - 100%.Camera &amp,Not_relevant,,,
"ആരും ഇയാളുടെ sub count കണ്ട് വിലയിരുത്താന് വരേണ്ട, ഒരുനാൾ ക്വാളിറ്റി content ഇല്ലാത്തതിന്റെ പേരിൽ പല ചാനലുകൾ തലകുതുമ്പോൾ ആ സമയത്ത് best മലയാളം tech channel എന്ന് ചോദിച്ചാൽ ഒരൊറ്റ ഉത്തരം മാത്രമേ ഉണ്ടാകും അധായിറിക്കും tec tok by hareesh ,.144p യില് കണ്ടാലും full hd video കാണുന പോലുണ്ട്❤️🔥..Keep going hareesh bro...We are Waiting for your 100k subcribers and play button unboxing ",Not_relevant,,,
Aple watch kanan vendi alla.Ningalude avatharanam kanaan വന്നതാണെയ്.. അടിപൊളി spr,Not_relevant,,,
"Bro, ഒരു രക്ഷയ് ഇല്ല റിവ്യൂ .⭐️⭐️⭐️⭐️⭐️",Not_relevant,,,
Qlty പ്രസന്റേഷൻ 👍,Not_relevant,,,
Editing ആണ് സാറെ ഇയാളുടെ മെയിൻ.. 😍,Not_relevant,,,
ഒരു രക്ഷയില്ല കിടിലൻ review.,Not_relevant,,,
അടിപൊളി വാച്ച് അടിപൊളി Unboxing ❤️,Not_relevant,,,
എന്തൊരു contrast ആണിത് എന്റെ ചേട്ടാ?.... പൊളി വീഡിയോ....😘😍😘😍😘,Not_relevant,,,
phone വാങ്ങി ഉപയോഗിച്ച ശേഷം ഈ വിഡിയോ എത്ര ആളുകൾ ഉണ്ട് ഒന്ന് 👍.അടിക്കണേ,Not_relevant,,,
മലയാളികളുടെ Marques Brownlee...,Not_relevant,,,
സാർ താങ്കളുടെ Unboxing international standardilaanu.✌️❣️🤘,Not_relevant,,,
Accidentally found your video.. 😁😁😁 വീഡിയോ വേറെ ലെവൽ തന്നെ... MKBHD reference... വീഡിയോ and audio ക്വാളിറ്റി.. മികച്ച അവതരണം....best വീഡിയോ I&#47,Not_relevant,,,
ഒന്നും നോക്കി ഇല്ല അങ്ങ് subscribe ചെയ്തു 📷😊,Not_relevant,,,
"WOW Video quality superbb. ഞാൻ വിചാരിച്ചു GOM, Malayalam tech ആയിരുന്നു malayalam channel quality മുന്നില്‍ എന്നാ നിങ്ങള്‍ pwolichuuu 😘🌻",Not_relevant,,,
<b>എന്റെ ചാനൽ സബ്സ്ക്രൈബ് ചെയ്യാമോ..😣😣 ഒരു comment ഇട്ടാൽ ഞാൻ തിരിച്ചും ചെയ്യാം 100% ഉറപ്പ്</b> 😊,Not_relevant,,,
ഇതെവിടായിരുന്നു ഈ സാധനം ഇതുവരെ.... supr video. Keep going.. full support,Not_relevant,,,
Mohammed Minhaj Thank you Minhaj. Channel thudangiyitt 4 maasame aayittullooo. Thanks for the compliment. Keep supporting. 🥰😍 എല്ലാ videos ഉം കാണണേ?,Not_relevant,,,
മലയാളത്തിൽ ഇത്ര നീറ്റ് ആയി ഒരു unboxing വീഡിയോ കാണുന്നത് ആദ്യമായിട്ടാണ്..👏👍,Not_relevant,,,
ദാസൻ പിള്ള Thanks bro😍🥰,Not_relevant,,,
Shammi- The complete man 😅😅 thankസ്‌ മച്ചാനെ!,Not_relevant,,,
ഈ മച്ചാനെ എന്തുകൊണ്ട് നേരത്തെ കണ്ടില്ല. മാസ് വീഡിയോ കോളിറ്റി,Not_relevant,,,
Channel quality ഉണ്ട് brw കണ്ടിട്ട് 👌,Not_relevant,,,
അടിപൊളി...... First kodutha background music.. Eathaa,Not_relevant,,,
വീഡിയോ <b>MAKING QUALITY HEAVY</b> 😘,Not_relevant,,,
Ningal പൊളി ആണ്,Not_relevant,,,
എന്തൊരു video quality ആടോ 😍,Not_relevant,,,
Nte ponnooy ഒന്നും പറയാൻ ഇല്ല എജ്ജാതി വീഡിയോ..😍,Not_relevant,,,
Apple പോലും ഇതുപോലത്തെ Ad പോലും ചെയ്യുതു കാണില്ല ❤️ .Quality Tech Video 🔥.😍😍😍😍😍😍😍,Not_relevant,,,
ഇന്ത്യൻ teck King Gurujiക്ക് ഒപ്പം എത്തും എനിക്ക് ഉറപ്പാ കാരണം ഇദ്ദേഹത്തിന്റെ presentation high qualityആണ് വേറെ vibe ആണ് ❤️❤️❤️,Not_relevant,,,
"മലയാളത്തിലെ ഏറ്റവും നല്ല ഒരു youtube ചാനൽ ആയി tectok വളരട്ടെ ,എല്ലാ വിധ ആശംസകളും ഹരീഷ് ചേട്ടാ",Not_relevant,,,
എജ്ജാതി revew sooper👍,Not_relevant,,,
നിങ്ങ ഡീറ്റൈൽഡ് പുലിയണേട്ടാ..... സൂപ്പർ......GOD bless u&#47,Not_relevant,,,
@Tec Tok by Hareesh ഹരീഷ് ചേട്ടാ video heavy ആയിരുന്നു 🤍🤍🤍 as always 🎀.*audio dropped! sometimes,Not_relevant,,,
ഇതിൽ ഒരുപാട് പയ്യന്നൂർ പ്രദേശം ഉൾപെട്ടിട്ടുണ്ടല്ലോ ..നിങ്ങള് പയ്യന്നൂർ ആണോ സ്ഥലം ?,Not_relevant,,,
അടിപൊളി... Quality king...❣️❣️,Not_relevant,,,
12pro കുറെ review already കണ്ടിട്ടുണ്ട്.....But iam here for the Quality King...,Not_relevant,,,
Quality എന്ന വാക്കിന് 10X ഗുണം നൽകിയ മലയാളികളുടെ MKBHD-യും അതുപോലെത്തന്നെ മലയാളികളുടെ അഹങ്കാരവും ആയ Hareeshettan!! Uffff....വേറെ ലെവൽ 💯♥️💯❣️,Not_relevant,,,
ഹരീഷ് ജി നിങ്ങളുടെ ഈ Review വേണ്ടി കട്ട വെയ്റ്റിംഗ് ആയിരുന്നു..,Not_relevant,,,
iPhone 12 seriesൽ എന്തുകൊണ്ട് charging adapter ഒഴിവാക്കി എന്നു മനസ്സിലാക്കാൻ ഈ ചാനലിൽ ഒന്നു കേറി നോക്കിയാൽ മതി....Apple&#47,Not_relevant,,,
B റോൾ സിമ്മമെ 🔥🔥,Not_relevant,,,
Good review 💕 കാത്തിരുന്നത് ആണ് നിങ്ങളുടെ review വരാൻ വേണ്ടി ക്വാളിറ്റി വീഡിയോ താങ്ക്സ് .12 എടുക്കാൻ നിന്ന് ചാർജർ ഇല്ലാത്തോണ്ട് 11 എടുത്ത ലെ ഞാൻ 🤓,Not_relevant,,,
ഫോണിന്റെ അഭിപ്രായം പിന്നെ പറയാം .എന്തൊരു മൊഞ്ചാണ് നിങ്ങളെ കാണാൻ  ,Not_relevant,,,
Malabari mom by sabi ഇത് എന്റെ യൂട്യൂബ് ചാനൽ ആണ് subscribe all,Not_relevant,,,
ഹരീഷേട്ടന്റെ വീഡിയോ എപ്പോഴും Professional ടച്ച്‌ ഉള്ളതാണ് അതുപോലെ ക്വാളിറ്റിയിൽ ഒരു കോംപ്രമൈസും ഇല്ല...,Not_relevant,,,
Quality 💕😇❤️ ഇതാണ്‌ bro,Not_relevant,,,
Iphone 12 pro ഞാൻ ബുക്ക്‌ ചെയ്തു ഈ ഒരു വീഡിയോ വരാൻ കാത്തിരുന്നു thankyou hareesh bro ❤️❤️,Not_relevant,,,
Apple പോലും തോറ്റു പോകുന്ന B-Roll,Not_relevant,,,
